workload1,workload2,"(LS10, BE90)","(LS20, BE80)","(LS30, BE70)","(LS40, BE60)","(LS50, BE50)","(LS60, BE40)","(LS70, BE30)","(LS80, BE20)","(LS90, BE10)","(LS100, BE100)"
albert-base-v2_batch8-train,albert-base-v2_batch2-train,"(3.351870191208959, 24.45863649277976)","(None, None)","(9.912393982758019, 19.342926643416078)","(12.853045841529152, 17.047215621448498)","(15.489681793437917, 14.210764295095853)","(18.835053906879974, 11.54391058716527)","(21.392452786188187, 9.071250549772762)","(24.625535424481868, 6.22649341501151)","(27.702434103957145, 3.1864764651354416)","(23.829616904885004, 7.686096705071271)"
albert-base-v2_batch8-train,bert-base-cased_batch2-train,"(3.3346001544704484, 22.015410787551286)","(6.501204634976481, 19.865954970502067)","(9.717349784636038, 17.532519281343806)","(12.707396925808778, 15.55490961654791)","(15.326908650239483, 13.106767196012365)","(18.696316001461234, 10.716953354189897)","(None, None)","(24.52548191449748, 5.899546807540693)","(27.69781536883315, 3.0462335168765953)","(24.24828848468598, 6.503595042815334)"
albert-base-v2_batch16-train,vit_h_14_batch8-train,"(3.4593234663993555, 8.63174425633117)","(6.96187161013519, 7.778694116089882)","(None, None)","(13.362869289058073, 5.802737312208533)","(16.619898112798527, 4.89600789513315)","(19.721795569336845, 3.918129554697396)","(22.69550089038825, 2.775134216242526)","(25.825619379790922, 1.9479882049824133)","(29.130534337699547, 0.9482943734120103)","(19.03699257821692, 4.339972051488883)"
bert-base-cased_batch2-train,vit_h_14_batch8-train,"(3.2148171961608862, 8.622440918222242)","(6.246229523411759, 7.775606578733106)","(8.831444181684743, 6.82353046250854)","(11.091008657918634, 5.7760859457395695)","(13.424239484198736, 4.878905439277105)","(15.81033269248029, 3.893807113842892)","(17.763050681731762, 2.7806793738375926)","(19.930394933096995, 1.9563433280114308)","(21.997476760018703, 0.9519365491926295)","(6.329320718256542, 7.910090023864866)"
bert-base-cased_batch2-train,vit_h_14_batch16-train,"(3.2843551007986957, 9.392384055075759)","(6.2426036249492185, 8.294565648121509)","(8.869331168692458, 7.011377428228594)","(11.030991489346336, 5.917033738322281)","(13.498333146613458, 4.945263890349777)","(15.807107263032687, 3.9466530290174564)","(17.787885329740273, 3.021631958108474)","(19.86376833599472, 2.065646460823014)","(21.9591249407844, 1.0063569089563131)","(4.102541046485162, 9.322501822707734)"
bert-base-cased_batch2-train,resnet-50_batch16-train,"(3.321256038647343, 190.85685735698226)","(6.370850564435007, 173.3212341197822)","(9.073170731707316, 158.67905914118074)","(11.311917281604877, 144.55323778439998)","(13.562245217936656, 129.93197278911566)","(15.88726946190509, 114.1235342445291)","(17.748663251308756, 92.99211879621458)","(19.82315443142093, 67.7410059184714)","(21.985312621536913, 37.41659014386287)","(16.0838128965619, 123.61459428848798)"
bert-base-cased_batch2-train,mobilenet_batch2-train,"(3.734827264239029, 52.74057710893276)","(7.036622421237806, 58.11653734976419)","(10.251153254741158, 50.13781336133351)","(12.738853503184714, 52.36463331048664)","(15.045011715377974, 50.683295741011015)","(17.283283823926546, 58.30280830280831)","(18.83670612192949, 53.65922180081472)","(20.792563600782778, 53.795240107027176)","(22.24694104560623, 54.0923251203625)","(22.460117548278756, 45.584725536992835)"
bert-base-cased_batch2-train,resnet-50_batch2-train,"(3.6130068245684464, 46.64224664224665)","(6.788183532369579, 45.688314794880995)","(9.737560859755375, 47.911701994230526)","(12.079726192872963, 42.35972499445553)","(14.233428222854819, 44.06505940708271)","(16.40174141945935, 45.759463344513655)","(18.077558557682963, 43.13459801264679)","(20.006351222610352, 34.94967978042086)","(21.921278254091973, 20.869755244755247)","(20.108043217286916, 32.93671322641835)"
bert-base-cased_batch2-train,bert-base-cased_batch8-train,"(3.143059920916557, 27.73003654010023)","(6.107766209489861, 24.862736972961773)","(8.723885089459296, 21.725846968565417)","(11.00473746545598, 19.114938523570114)","(13.337060256359061, 15.54706225302844)","(15.71440215176461, 12.684905622980821)","(17.685575903714636, 9.748172217709179)","(19.920794830820537, 6.521296107601385)","(21.99211170973809, 3.3186930571904147)","(7.489379556301464, 23.850042855545755)"
bert-base-cased_batch2-train,vit_h_14_batch2-train,"(2.992375197813264, 6.321782014364677)","(5.821831869510665, 5.655405205341545)","(8.377845253662537, 4.995684356446002)","(10.60804361303274, 4.3885850834060935)","(12.991406725759523, 3.7227251907653027)","(15.443629324323359, 3.104883282398075)","(17.498062792985387, 2.351130943222034)","(19.777768073712082, 1.6664049276727915)","(21.93417279948661, 0.8457202569926896)","(11.039955593474708, 4.672211350293542)"
bert-base-cased_batch2-train,albert-base-v2_batch2-train,"(3.125658106205872, 24.425446874653048)","(6.081236135546546, 21.857923497267763)","(8.630868242063425, 19.250401050021875)","(10.829221431378542, 16.944801026957638)","(13.23181683488652, 14.148718754912748)","(15.693306838559588, 11.376498911188614)","(17.68994230038351, 8.999140991087215)","(19.852954992631645, 6.3062144877315465)","(21.958875881139186, 3.1959092361776924)","(12.239755204895904, 15.31547559192766)"
bert-base-cased_batch2-train,albert-base-v2_batch8-train,"(None, None)","(5.943409336283659, 24.41008950366151)","(8.520285959812043, 21.14607310814234)","(10.77719873379997, 18.598523742177967)","(13.091243997105455, 15.374759769378604)","(15.559480921112682, 12.556241498378151)","(17.593584879116513, 9.708541493901821)","(19.895503352943596, 6.462644568012602)","(21.94657817824177, 3.286388190911768)","(6.7889242330437005, 24.37104922444213)"
bert-base-cased_batch2-train,albert-base-v2_batch16-train,"(3.059233081913603, 28.814953967490023)","(5.925230301404168, 25.648112321043612)","(8.458314637848572, 22.294562096842004)","(10.656846290472389, 19.181876433989956)","(13.016277154118985, 16.08221338393685)","(15.46469360979072, 12.706932672426777)","(17.521244508967122, 9.923860039353238)","(19.8475069391031, 6.615812361873529)","(21.9827978998577, 3.3271785310937023)","(4.818285271543061, 27.43411230839726)"
bert-base-cased_batch2-train,mobilenet_batch8-train,"(3.733955659276546, 203.57047695177192)","(7.04136803721866, 171.8785151856018)","(None, None)","(12.713010549093859, 211.19557705597788)","(15.008472524812394, 211.63434903047093)","(17.23345588235294, 197.21218378936499)","(18.867924528301888, 197.0341715022566)","(20.71121531848378, 171.78189994378866)","(22.27899846704139, 181.51579947731054)","(22.21204488207007, 211.1080408952749)"
bert-base-cased_batch16-train,resnet-50_batch2-train,"(3.9815851685952466, 41.53076755816482)","(7.724803862401931, 50.05241090146751)","(11.60140874249016, 43.10053029448268)","(15.533980582524272, 40.31662269129288)","(18.15087918321044, 44.97292206263245)","(21.220159151193634, 42.168009714096485)","(24.108488196885986, 44.22319981477194)","(26.50835289244788, 36.63565742783159)","(30.30500947031546, 21.703312311800467)","(31.732040546496254, 11.534512953680776)"
bert-base-cased_batch16-train,albert-base-v2_batch8-train,"(3.3274409899136943, 27.395696592660236)","(6.62544800308426, 24.757582009490406)","(10.182288857728402, 21.527318391281437)","(13.183466929380682, 19.026289972550614)","(16.611319305680986, 15.67436506575886)","(None, None)","(23.147257819192642, 9.999427116154804)","(26.706873041452734, 6.67751763282)","(30.449701846669416, 3.407209442229167)","(20.91234785450047, 12.921635663714433)"
bert-base-cased_batch16-train,mobilenet_batch8-train,"(4.134366925064599, 180.76422571867977)","(8.063161431211153, 224.67284222908395)","(None, None)","(15.395718065912918, 205.5697564913225)","(18.633540372670808, 168.7279151943463)","(21.788470267816614, 203.48914635770407)","(24.270003792188092, 205.43156762570584)","(26.794258373205743, 200.63025210084035)","(30.411023996198626, 203.97810706180752)","(32.02956575300277, 95.13728908536206)"
bert-base-cased_batch8-train,vit_h_14_batch8-train,"(None, None)","(6.864139210913209, 7.801889200919071)","(10.279593057033932, 6.943844835969844)","(13.412242988973036, 5.9090135659814065)","(16.00658807740991, 5.0129095543825235)","(19.62401983945319, 4.011225130010422)","(21.896621468985913, 2.855402279089411)","(25.079751356935983, 1.9900471594290856)","(27.95544436701621, 0.9659820079529148)","(13.665859493309728, 6.081107971504756)"
bert-base-cased_batch8-train,vit_h_14_batch16-train,"(3.5565701926976168, 9.387594613191782)","(6.928977975748578, 8.337243689775963)","(10.295148147005548, 7.1551492021868155)","(13.349274989850231, 6.069284376557786)","(16.100796255278564, 5.096459161619127)","(19.541042617471234, 4.089842709681391)","(None, None)","(24.769875345900846, 2.0982324314229532)","(27.998625214178492, 1.0186951901319903)","(24.92877492877493, None)"
bert-base-cased_batch8-train,resnet-50_batch16-train,"(3.5476718403547673, 189.60168755428714)","(7.105584545353614, 171.40613607044702)","(10.437051532941943, 162.7263045793397)","(13.55191256830601, 143.94724446537919)","(15.781316049034803, 131.94024695622142)","(19.54624781849913, 115.49508692365835)","(None, None)","(25.074575245341748, 67.92167670526526)","(28.19062230319302, 38.10188763932873)","(25.374798661875854, 77.41608613046232)"
bert-base-cased_batch8-train,bert-base-cased_batch16-train,"(3.4454993165177985, 30.59878659984173)","(6.771450522834112, 26.878683871341472)","(10.124192960253962, 23.557185830149642)","(13.094812164579606, 20.239912758996727)","(15.869517302182057, 16.88915581520206)","(19.516161821508437, 13.472119390851153)","(None, None)","(24.99658476894145, 6.858756185260326)","(27.50326843418892, 3.4668649155512052)","(12.201100277792907, 22.33319294867938)"
bert-base-cased_batch8-train,bert-base-cased_batch8-train,"(3.3930510314875133, 28.22948216543653)","(6.704399154662715, 25.052192066805844)","(9.972029672868782, 22.017591137919567)","(13.235040132350402, 19.40668115429322)","(15.90862737099735, 15.917626283980402)","(19.331787557463166, 13.163217035396714)","(21.991479604466043, 10.056673545710723)","(24.99928979290361, 6.626447809820948)","(28.13799147787881, 3.3692958873532075)","(None, None)"
bert-base-cased_batch8-train,albert-base-v2_batch2-train,"(3.38132942601933, 24.48464763129583)","(6.670325494997256, 22.05390955669414)","(9.980357806444763, 19.512002838109503)","(12.980977991757383, 17.24633515377982)","(15.76165547900656, 14.44222381070475)","(19.229002725129366, 11.783119193987039)","(21.810320160239087, 9.215603226391998)","(25.03620996027172, 6.389673255344897)","(27.93601270120498, 3.25397255816476)","(22.989048710015197, 8.966863364022952)"
mobilenet_batch8-train,vit_h_14_batch8-train,"(206.1866394802682, 8.907128034136218)","(205.8489399335631, 8.17339581059974)","(203.77805568353847, 7.445994610425367)","(216.11243376084784, 6.461270434613466)","(199.0179596864129, 5.576499870441266)","(224.46970667873728, 4.534770531114224)","(199.2435772116293, 3.399824223747594)","(200.1150153063299, 2.3762351601937066)","(206.1045320908819, 1.1802244434677898)","(103.42211915649857, 9.302155689351832)"
mobilenet_batch8-train,mobilenet_batch16-train,"(206.3341551299071, 372.81932414297916)","(202.52174762975272, 386.346396965866)","(203.35407657420103, 413.6997427913903)","(202.70928759380178, 383.19749216300943)","(196.93269512552504, 392.7515743477702)","(205.64054532209386, 410.752688172043)","(199.48800606807623, 367.70545060762845)","(198.7023519870235, 387.7680497398807)","(186.1850679575498, 363.8961657537509)","(204.75036354823075, 377.65694513099356)"
mobilenet_batch8-train,vit_h_14_batch16-train,"(197.39081776447046, 9.7531707379346)","(200.25084841855852, 8.880803689485722)","(222.24215839499118, 7.810443401120962)","(205.56322172997312, 6.842230172981251)","(210.3116067332463, 5.794276634996597)","(196.46503686098964, 4.7174981205648026)","(204.07458832672867, 3.6298589153658485)","(202.48111737886748, 2.472389893297283)","(191.7959776565219, 1.2291282480297145)","(62.28241041338156, 10.3124093108638)"
mobilenet_batch8-train,resnet-50_batch16-train,"(214.9379783584059, 193.09996208770377)","(222.97950256853667, 184.95430611874357)","(222.9533578478808, 173.7449542327591)","(214.27040925648168, 152.53306713251808)","(202.33333333333334, 147.54019214985757)","(222.95130312972316, 129.7113752122241)","(223.45819377439082, 106.17009449694275)","(197.40039159255502, 79.73699316390962)","(212.56693553853452, 45.08970727101039)","(210.72397245983726, 191.1433575181386)"
mobilenet_batch8-train,bert-base-cased_batch16-train,"(194.2329538587968, 30.96843088834012)","(203.47735070070362, 27.68083519761372)","(197.80949220046466, 24.74402730375427)","(201.04166666666669, 22.18583023536584)","(196.55660302370316, 18.916963093575774)","(207.90167732308922, 15.57073105253444)","(205.9771250913658, 12.250744219510102)","(200.71842442092512, 8.154908103500548)","(198.99775419437228, 4.1710114702815435)","(93.21739130434783, 32.254700914114906)"
mobilenet_batch8-train,mobilenet_batch2-train,"(205.4740182467275, 49.61683335498117)","(214.20353519506327, 51.220166264414054)","(212.70688734650292, 52.76971957452687)","(199.33554817275748, 57.11722488038278)","(224.1749658269869, 48.15935451336359)","(204.47564721369022, 55.13856812933025)","(201.96941127173687, 52.83540802213001)","(193.0754482914176, 56.003518545667795)","(226.86990428925915, 60.72166587188046)","(202.1336327905671, 56.54233274126702)"
mobilenet_batch8-train,resnet-50_batch2-train,"(207.55020080321287, 39.043336058871624)","(186.9226589385981, 46.45506506141311)","(221.61761068513482, 40.44467972472207)","(205.77819198508854, 47.7440319960005)","(208.6582414627588, 45.688314794880995)","(210.5455542355844, 45.963181325953556)","(221.76849379613634, 39.23582580115037)","(197.32925065918178, 42.439728919009)","(215.7235093049753, 25.234509182190514)","(196.73235640896075, 41.053197205803336)"
mobilenet_batch8-train,bert-base-cased_batch8-train,"(201.3139596221167, 28.486646884272993)","(202.02938684411745, 25.734160758085487)","(202.06572769953053, 23.257785907235352)","(200.03729388469085, 20.90068906959276)","(198.43840974575636, 17.574853314049815)","(200.0950875705126, 15.052920423363387)","(193.3098151067077, 11.758077554319868)","(197.39662011445722, 7.896360271437384)","(201.5960729118277, 4.062529093632832)","(129.28723364086042, 29.831266896616018)"
mobilenet_batch8-train,vit_h_14_batch2-train,"(203.5924889263295, 6.5060035765988244)","(209.80999350078372, 6.041818239331921)","(201.84684264527561, 5.442060574977918)","(202.7372087308625, 4.9173574996138205)","(204.7218842261147, 4.270446720028619)","(197.0578396416537, 3.6314893859740853)","(196.7260064438442, 2.8355106888361044)","(209.57674779858323, 1.99219809333083)","(210.78916089853075, 1.0348741760965738)","(174.88752104667532, 6.6557479875945225)"
mobilenet_batch8-train,albert-base-v2_batch2-train,"(200.60948339521772, 24.631154678675394)","(196.54724767975821, 22.831313492383796)","(194.2891198794019, 20.644354081951832)","(196.23828935135523, 18.717209434229808)","(195.97497550312804, 16.131528991942382)","(199.7766957882984, 13.567870187003626)","(205.21800035020138, 10.852526226938382)","(202.66515630654018, 7.393246008393947)","(201.65332616083984, 3.9029851923107253)","(189.60474638589454, 24.622884359494112)"
mobilenet_batch8-train,albert-base-v2_batch8-train,"(196.11101878012298, 28.19797327067117)","(207.36015503562993, 25.196519730712197)","(207.16917408658273, 22.68645429624728)","(193.34431747094638, 20.815715865478435)","(207.22346967228754, 17.284684149404487)","(193.79898994379425, 14.866549489349511)","(208.76261940611656, 11.62108015518984)","(199.19824440872193, 7.832674491182122)","(199.24268078687314, 4.021178205214128)","(118.27214148443093, 29.660755113390596)"
mobilenet_batch8-train,albert-base-v2_batch16-train,"(201.7004098109976, 29.294778710777194)","(194.826380797017, 26.628025422877723)","(201.13757483389614, 23.784199397706157)","(195.28059970872312, 21.332352535515607)","(196.50224767534945, 18.33249375253109)","(200.15869359338603, 15.187470336971998)","(199.85845718329796, 12.003156002224722)","(199.98043376322832, 8.008906456317803)","(197.9409660663743, 4.092748381975148)","(81.9778452279036, 30.918389445101532)"
mobilenet_batch8-train,resnet-50_batch8-train,"(207.7170418006431, 158.17805383022775)","(217.21122871606073, 149.74519796158367)","(224.32608224326083, 138.71992737176578)","(206.7099567099567, 129.3599729089062)","(189.37615028241416, 119.3004372267333)","(202.31623729614748, 108.16933314455615)","(202.95645225729123, 90.45166637068608)","(211.26273303863155, 68.68341798894232)","(221.25315584117513, 39.16040903149748)","(193.98097614221112, 152.58637906930298)"
mobilenet_batch8-train,bert-base-cased_batch2-train,"(199.76504658088135, 22.204279370205896)","(192.57211581611588, 20.699172033118675)","(203.65339883208355, 18.852654129969054)","(197.53306848785132, 17.258812454237997)","(198.57495700301303, 15.026866215354724)","(219.57677746898045, 12.720848056537102)","(197.9062172708351, 10.263640793306863)","(203.1510478234249, 7.046188118988054)","(199.340790632593, 3.7427484249267042)","(197.62521135236855, 22.092543208774533)"
mobilenet_batch8-train,mobilenet_batch8-train,"(199.1883294943512, 214.9992964682707)","(214.50068399452806, 176.60656495607952)","(203.18213262180058, 191.9356864715488)","(198.97156049952775, 206.23565933324335)","(209.81672635348642, 212.7541074909496)","(193.55511523620814, 204.11434678065723)","(216.06079277058944, 207.89115646258503)","(214.99184182743065, 184.83125680416114)","(208.33333333333334, 207.83460282916212)","(200.5298553087426, 199.81692166862823)"
vit_h_14_batch8-train,albert-base-v2_batch16-train,"(0.9417304296645085, 29.122405108973656)","(None, None)","(2.7631862992012666, 22.723655374217955)","(3.905803650264369, 19.68980076807197)","(4.88198992659825, 16.629036304340037)","(5.81323033615921, 13.418063779180313)","(6.871489924017179, 10.41549754203237)","(7.781834280601221, 6.9722537359409165)","(8.646269092324156, 3.4993975983121444)","(4.3822169635618655, 19.514041488366225)"
mobilenet_batch2-train,vit_h_14_batch8-train,"(51.79926611625386, 8.927371625213983)","(53.945910157318245, 8.17943364916225)","(55.53627517736728, 7.448027101459871)","(57.10337415070439, 6.4615163419698325)","(56.46642357137154, 5.573326816528853)","(53.72243952538077, 4.539404886396045)","(55.211497652088376, 3.3998015299106887)","(58.112223210360845, 2.37490557885215)","(54.596076770913136, 1.180073136731707)","(27.768279245979407, 9.328278480858105)"
mobilenet_batch2-train,mobilenet_batch16-train,"(51.99721087757745, 382.90940984838994)","(57.94353139485882, 411.25016821423765)","(51.420568227290914, 392.90305991257395)","(50.817058589079316, 396.36835278858626)","(55.32969757064947, 396.16282084521646)","(55.32445923460899, 418.5727982468155)","(53.63910212807307, 380.57285180572853)","(51.82987141444115, 392.54977520873473)","(51.913680781758956, 405.1438419726899)","(54.479186648762706, 370.3793479578233)"
mobilenet_batch2-train,vit_h_14_batch16-train,"(54.97196623058581, 9.754042373909213)","(54.111808276772095, 8.871986181068644)","(54.54442338684903, 7.816576462282972)","(54.67416094417926, 6.847304658004467)","(55.85710857320327, 5.7941667756864925)","(53.98849449169102, 4.718561579853471)","(54.083918405173804, 3.631575695061722)","(52.62411995976959, 2.4729440820085227)","(54.132085574512615, 1.22867410143155)","(17.020855495905593, 10.318189184809032)"
mobilenet_batch2-train,resnet-50_batch16-train,"(54.92061850338729, 189.9670541430969)","(59.1193051957946, 184.37405731523378)","(56.41243337578416, 170.33610166657377)","(53.684809738582125, 157.48518423086833)","(50.372353777926534, 148.37112200805942)","(53.86908047245833, 129.04315513892408)","(58.722473840387316, 107.8030196133766)","(55.15621329574818, 80.00837784061159)","(55.66812705366922, 45.400522937960545)","(55.10832567939921, 198.20988455052537)"
mobilenet_batch2-train,bert-base-cased_batch16-train,"(54.7711067743211, 30.452688401397936)","(52.13486299687752, 27.782767498952158)","(56.35007562718406, 24.833750351231654)","(51.80375435678774, 22.08918986467991)","(55.38231457027397, 18.95250640770354)","(55.06742347189868, 15.59873596449943)","(54.4470383007106, 12.230884300842849)","(53.156351926014615, 8.163875729624401)","(54.21516545688564, 4.169315544852715)","(25.008084510078692, 32.44528354660513)"
mobilenet_batch2-train,mobilenet_batch2-train,"(53.804040022654334, 47.412188159364526)","(55.69279137660004, 58.706008913477795)","(54.725320985055774, 53.84832252607838)","(54.168772107124816, 49.902024820378834)","(48.75257495994507, 58.418718458479894)","(49.98311381290105, 56.3172637476043)","(47.20261300179117, 54.58702486424693)","(54.03011514614703, 55.202312138728324)","(53.90955669414124, 55.831628178895066)","(51.60450997398092, 55.458768873403024)"
mobilenet_batch2-train,resnet-50_batch2-train,"(53.41084567172313, 46.72211350293542)","(54.824561403508774, 41.11063280241068)","(57.06214689265537, 47.78583937953465)","(54.68018056383613, 43.14434154054665)","(55.25370660281794, 46.41555285540704)","(55.24577507077293, 43.10053029448268)","(56.61770739312382, 39.979068550497125)","(52.32509072495569, 42.27534307215582)","(53.98273871694794, 25.358470525756772)","(55.360956856044425, 42.158702130007725)"
mobilenet_batch2-train,bert-base-cased_batch8-train,"(53.967816725202574, 28.84225390196638)","(53.143241781887596, 26.127070094030238)","(54.2546435942213, 23.265113235668327)","(54.09664335789559, 21.072733857956603)","(53.76721799116585, 17.563760108309854)","(51.914681461690385, 15.02747209742811)","(52.92264195085044, 11.707745405319708)","(53.63271830900774, 7.870852429715748)","(52.74478888157182, 4.065006224540781)","(34.09134535403043, 30.366773688455883)"
mobilenet_batch2-train,vit_h_14_batch2-train,"(54.58631256384066, 6.509995057857155)","(53.40981516889738, 6.03408785758289)","(49.38329175313017, 5.449435797942909)","(55.08682743447893, 4.918687148320307)","(53.49253053539835, 4.280927459572132)","(50.520739662868074, 3.6325599087105362)","(57.488535466874815, 2.8340801851796895)","(57.533772567650345, 1.990734226558062)","(53.63729969110194, 1.0353930970179595)","(46.51549592504297, 6.670275367127068)"
mobilenet_batch2-train,albert-base-v2_batch2-train,"(53.056058244505586, 24.66398435456346)","(53.22836387772411, 22.837370242214533)","(52.33036386229588, 20.638328920761325)","(53.829307772875865, 18.72499787215933)","(53.005755848133106, 16.12115290669272)","(53.41543996817215, 13.584812454116953)","(53.47694718498539, 10.860145460130102)","(52.787887430481064, 7.398992541217621)","(51.102465624226845, 3.9036931302887155)","(50.10492396741887, 24.74969062886714)"
